0.18196482956409454,zeros,0.2,none,
0.18196482956409454,zeros,0.2,none,
0.18196482956409454,zeros,0.2,none,
0.18196482956409454,zeros,0.2,none,
0.18196482956409454,zeros,0.2,none,
0.18148699402809143,zeros,0.2,gru,
0.18196482956409454,zeros,0.2,none,
0.18196482956409454,zeros,0.2,none,
0.18887385725975037,zeros,0.2,gru,
0.18196482956409454,zeros,0.2,none,
0.10726171731948853,average,0.2,gru,
0.10621911287307739,average,0.2,gru,
0.10783064365386963,average,0.2,none,
0.10783064365386963,average,0.2,none,
0.10783064365386963,average,0.2,none,
0.10783064365386963,average,0.2,none,
0.10633151978254318,average,0.2,gru,
0.10749360173940659,average,0.2,gru,
0.10672960430383682,average,0.2,gru,
0.10783064365386963,average,0.2,none,
